id_logement,region,departement,surface_m2,annee_construction,periode_construction,type_logement,energie_chauffage,conso_energie_kwh,cout_chauffage,classe_dpe,co2_emission,longitude,latitude,date_dpe
2178,Provence-Alpes-Côte d'Azur,67,114.7,2017,≥2010,Appartement,Électricité,10052.8,1206.34,D,2139.7,5.917192463026076,43.82565435171444,2024-11-14 14:42:07
2179,Grand Est,69,100.3,1993,1980-1999,Maison,Autre,6840.3,820.84,C,2165.0,7.2412019535002905,50.00557342238207,2022-11-28 10:14:44
2180,Bretagne,69,79.3,1961,1960-1979,Appartement,Autre,17049.7,2045.96,B,3034.7,5.482276673015662,46.16014281242083,2022-03-21 23:46:49
2181,Pays de la Loire,14,92.0,2007,2000-2009,Maison,Fioul,13197.4,1583.69,E,3080.8,-0.38823783269840284,48.87206945058523,2023-09-23 17:15:59
2182,Île-de-France,37,112.0,1999,1980-1999,Appartement,Autre,14867.5,1784.1,F,1308.4,5.556588101170268,45.05378354701263,2024-02-29 21:44:39
2183,Centre-Val de Loire,75,70.9,1967,1960-1979,Maison,Bois,15653.9,1878.47,E,3161.2,6.997904666191783,45.40566269891421,2024-07-12 04:12:59
2184,Bretagne,67,85.9,1978,1960-1979,Appartement,Gaz,20961.4,2515.37,B,2876.2,7.311465241881708,42.736059056352175,2023-07-22 14:44:47
2185,Normandie,67,77.3,2013,≥2010,Maison,Gaz,20176.3,2421.16,F,2152.5,3.881572058904961,50.95121613255255,2023-09-06 11:31:36
2186,Nouvelle-Aquitaine,37,36.6,1959,<1960,Appartement,Bois,13453.7,1614.44,G,873.4,-2.252233630403529,49.57703740450783,2023-09-03 04:04:18
2187,Occitanie,31,112.5,1991,1980-1999,Appartement,Autre,12710.8,1525.3,D,2391.4,-4.483521006259019,43.31708623395812,2024-12-01 01:25:45
2188,Provence-Alpes-Côte d'Azur,37,146.7,1947,<1960,Maison,Électricité,9605.4,1152.65,D,1881.5,-3.086397033917975,51.19572652227484,2022-07-27 23:21:07
2189,Grand Est,37,58.8,1972,1960-1979,Appartement,Autre,15348.7,1841.84,E,2699.4,7.55210993262129,47.76371399566559,2021-12-16 01:53:30
2190,Provence-Alpes-Côte d'Azur,13,113.9,1947,<1960,Appartement,Gaz,15182.0,1821.84,E,2781.9,1.007258714506003,49.927439150290134,2023-09-05 23:00:04
2191,Bretagne,33,59.7,1948,<1960,Appartement,Électricité,8717.7,1046.12,G,3387.2,6.114818192816747,43.07994864051746,2024-07-27 16:00:51
2192,Occitanie,37,89.0,1975,1960-1979,Appartement,Fioul,15239.0,1828.68,B,1244.9,1.045573996257784,45.888225252879735,2024-09-16 03:55:42
2193,Normandie,33,130.2,1989,1980-1999,Appartement,Fioul,16537.6,1984.51,D,4124.5,3.590628584977912,48.32596476404141,2023-01-26 13:00:05
2194,Hauts-de-France,75,69.4,2003,2000-2009,Appartement,Autre,6952.6,834.31,E,3005.8,-4.686169897409663,43.42597335268741,2022-04-10 13:36:53
2195,Île-de-France,33,84.6,1989,1980-1999,Appartement,Autre,12854.6,1542.55,F,2842.8,-1.7517557446482321,46.75345469628981,2022-10-25 06:18:20
2196,Occitanie,31,31.0,2019,≥2010,Appartement,Électricité,11704.2,1404.5,F,3924.8,0.6715006405536599,46.35129750853403,2021-06-15 15:56:41
2197,Nouvelle-Aquitaine,37,65.1,1981,1980-1999,Appartement,Électricité,11975.8,1437.1,G,2486.1,3.1982036130041216,44.379549952920144,2024-11-01 13:39:49
2198,Pays de la Loire,37,27.8,2009,2000-2009,Appartement,Autre,7713.1,925.57,D,3130.3,-2.7702245553086793,45.11234757191068,2023-04-05 15:43:41
2199,Normandie,59,97.9,1953,<1960,Maison,Gaz,3780.5,453.66,F,2352.8,4.93916903551637,50.91392968410635,2024-07-29 05:28:30
2200,Île-de-France,33,109.9,1961,1960-1979,Maison,Fioul,8600.6,1032.07,D,2956.7,-0.2627388202289147,45.011241828286444,2024-08-24 15:03:34
2201,Centre-Val de Loire,67,78.4,2009,2000-2009,Appartement,Électricité,7970.4,956.45,D,3245.4,5.626658500040497,44.35680736552518,2022-12-14 08:46:58
2202,Grand Est,37,93.6,1947,<1960,Appartement,Gaz,13589.5,1630.74,C,3153.0,-3.726401824864125,47.1650197882945,2022-11-04 01:19:01
2203,Pays de la Loire,59,75.2,1970,1960-1979,Maison,Autre,13662.8,1639.54,F,839.2,3.8368356398708343,48.33733489641159,2022-03-22 07:38:36
2204,Bretagne,33,107.2,1997,1980-1999,Appartement,Bois,13406.7,1608.8,G,1827.6,-1.1867316683153675,48.80831006630522,2022-10-15 14:13:32
2205,Occitanie,67,88.9,1975,1960-1979,Appartement,Électricité,5714.7,685.76,C,3254.6,5.339981263594034,49.06195050512317,2021-04-05 23:01:01
2206,Île-de-France,67,25.4,1970,1960-1979,Appartement,Bois,6962.0,835.44,B,2648.3,0.22821555155133755,42.82044267617835,2024-09-17 00:31:10
2207,Auvergne-Rhône-Alpes,14,113.2,1967,1960-1979,Maison,Gaz,9225.0,1107.0,F,2155.5,3.649545219426365,45.9257154833022,2022-06-18 00:42:23
2208,Hauts-de-France,69,73.3,1974,1960-1979,Appartement,Fioul,12104.1,1452.49,E,2656.9,7.1459684922741555,49.23343529411289,2023-12-19 04:50:40
2209,Centre-Val de Loire,75,46.9,1954,<1960,Maison,Gaz,10492.0,1259.04,G,1206.7,-4.731853783821063,50.37221328566113,2024-04-10 04:17:18
2210,Hauts-de-France,31,71.8,2016,≥2010,Maison,Fioul,13397.9,1607.75,C,2907.8,-4.855481829653143,47.73914107299522,2023-03-29 02:28:13
2211,Normandie,35,27.9,2008,2000-2009,Appartement,Gaz,16389.6,1966.75,B,2534.3,5.013630278297274,42.955069625534264,2023-10-02 23:16:14
2212,Grand Est,37,47.5,1966,1960-1979,Maison,Électricité,7503.2,900.38,D,2276.7,3.4031096696050156,45.95081851093964,2023-07-24 09:49:43
2213,Normandie,13,89.3,1959,<1960,Appartement,Électricité,7674.3,920.92,B,2039.0,-1.1912636334423752,43.145775908055555,2024-10-13 22:14:19
2214,Auvergne-Rhône-Alpes,33,91.8,2000,2000-2009,Appartement,Bois,12609.1,1513.09,C,2408.0,1.4271571360654107,49.01227940535589,2022-05-25 18:50:16
2215,Nouvelle-Aquitaine,33,94.2,2018,≥2010,Appartement,Gaz,11630.9,1395.71,B,1953.2,-4.454836347214706,43.05249758275049,2021-01-03 01:16:30
2216,Grand Est,59,85.1,1964,1960-1979,Appartement,Gaz,15345.1,1841.41,C,1908.5,-2.4982071303038698,44.115860280596046,2023-03-10 09:43:41
2217,Provence-Alpes-Côte d'Azur,59,64.2,1991,1980-1999,Appartement,Bois,12034.1,1444.09,B,3810.0,0.5184528688531778,46.12753828849354,2022-03-05 12:24:30
2218,Nouvelle-Aquitaine,13,83.4,1997,1980-1999,Appartement,Autre,19832.3,2379.88,G,772.1,5.8425774108792705,46.525040793899386,2022-10-11 09:24:34
2219,Grand Est,33,71.9,1997,1980-1999,Appartement,Gaz,4854.6,582.55,C,790.6,1.2356733771811026,46.036390792740605,2023-06-12 03:02:51
2220,Grand Est,44,36.2,1945,<1960,Appartement,Gaz,15781.0,1893.72,D,2903.4,2.6227125588377236,46.5315508254722,2024-09-19 00:43:03
2221,Auvergne-Rhône-Alpes,31,61.8,1946,<1960,Appartement,Gaz,12897.0,1547.64,F,1102.2,6.358799295919146,48.70518062257574,2024-08-27 08:09:21
2222,Bretagne,33,111.7,2002,2000-2009,Maison,Autre,5686.5,682.38,E,396.8,-0.9853541233450116,45.712638759713215,2024-02-01 07:46:48
2223,Auvergne-Rhône-Alpes,37,132.6,1963,1960-1979,Appartement,Électricité,2694.2,323.3,E,3112.8,4.109091174326727,47.26542899461039,2023-04-24 00:30:24
2224,Grand Est,69,104.5,2006,2000-2009,Maison,Bois,6937.4,832.49,E,3334.1,6.201674362817293,45.13931254049997,2023-06-19 07:03:39
2225,Île-de-France,13,131.3,2022,≥2010,Appartement,Autre,17440.9,2092.91,F,1022.8,-2.3659958909497023,45.5765592072872,2023-04-21 20:21:29
2226,Nouvelle-Aquitaine,37,87.6,2016,≥2010,Appartement,Fioul,16928.5,2031.42,F,584.2,-0.3657838530781774,47.84005094366611,2024-01-07 01:38:14
2227,Auvergne-Rhône-Alpes,44,137.3,1956,<1960,Appartement,Fioul,11421.1,1370.53,E,1103.1,7.737532260561617,46.76730346924207,2024-03-31 14:31:09
2228,Bretagne,31,146.6,1970,1960-1979,Appartement,Autre,10369.8,1244.38,F,1570.1,7.781841342350743,48.790415765275746,2022-07-11 18:18:33
2229,Occitanie,33,33.0,1971,1960-1979,Appartement,Autre,8147.6,977.71,D,3922.5,-2.0980109061788075,47.376685716050225,2021-03-19 11:17:17
2230,Normandie,35,91.6,1973,1960-1979,Appartement,Électricité,11156.7,1338.8,C,1813.2,-4.1362040943958345,49.4910945428397,2022-07-22 06:47:28
2231,Grand Est,14,87.6,1959,<1960,Maison,Fioul,9866.3,1183.96,F,2948.7,-1.4780190529693127,46.35765145305403,2021-02-13 03:06:54
2232,Provence-Alpes-Côte d'Azur,37,72.3,1990,1980-1999,Maison,Bois,19694.7,2363.36,D,2849.6,0.17051544494793447,46.77199249284117,2024-01-21 04:28:37
2233,Occitanie,69,99.8,1945,<1960,Appartement,Gaz,6435.5,772.26,F,3390.2,0.733072812105128,48.32875073543818,2022-06-07 06:54:56
2234,Hauts-de-France,35,86.2,2004,2000-2009,Maison,Gaz,13766.0,1651.92,A,1636.6,3.0444819952955076,44.42482231638483,2024-09-08 20:48:44
2235,Pays de la Loire,59,62.9,2001,2000-2009,Appartement,Électricité,19906.8,2388.82,D,2190.8,6.693535881710103,45.85758697130197,2021-01-05 23:27:15
2236,Bretagne,37,84.2,1947,<1960,Appartement,Électricité,15485.6,1858.27,F,2002.7,-0.7054758452068883,47.93611882290186,2022-12-12 13:37:58
2237,Provence-Alpes-Côte d'Azur,59,121.1,1962,1960-1979,Maison,Fioul,6940.8,832.9,C,2684.2,6.04979896148971,42.7512235426119,2023-05-22 09:47:45
2238,Pays de la Loire,33,90.5,1996,1980-1999,Appartement,Bois,5059.5,607.14,F,3294.3,-3.7847740279538504,46.30165147261529,2021-11-02 16:03:14
2239,Bretagne,59,103.8,2004,2000-2009,Appartement,Bois,13234.8,1588.18,G,4160.6,-4.4556289133482085,47.70999444586322,2021-10-05 10:13:55
2240,Île-de-France,69,76.7,1978,1960-1979,Appartement,Autre,12677.4,1521.29,F,1848.4,1.5525873806049963,50.916167128210326,2021-03-26 02:11:27
2241,Normandie,31,98.6,2004,2000-2009,Appartement,Électricité,17545.8,2105.5,D,2327.2,-4.224391096702137,50.13004408607374,2024-10-02 17:09:09
2242,Occitanie,67,48.7,1970,1960-1979,Appartement,Gaz,14468.0,1736.16,E,2980.0,0.10236741604499233,44.94245499060113,2022-05-11 11:15:40
2243,Nouvelle-Aquitaine,75,70.0,2016,≥2010,Appartement,Gaz,9818.2,1178.18,F,2750.6,6.658115519300047,46.912727905051646,2023-12-08 01:18:35
2244,Bretagne,13,81.9,1963,1960-1979,Appartement,Fioul,9512.8,1141.54,E,3743.6,-1.8607205293028466,42.990805042142796,2022-02-28 16:34:00
2245,Nouvelle-Aquitaine,31,46.7,1966,1960-1979,Appartement,Gaz,6122.3,734.68,E,2102.9,4.177685076623741,44.59456340891492,2024-01-28 01:05:39
2246,Normandie,67,60.1,1977,1960-1979,Maison,Bois,12582.1,1509.85,G,1842.3,-1.0692498989291304,49.24124605219239,2024-08-07 11:59:58
2247,Grand Est,44,94.4,1982,1980-1999,Appartement,Bois,5680.0,681.6,E,3438.7,-4.416039281852237,43.5728319067955,2023-02-09 19:21:25
2248,Hauts-de-France,37,88.9,1979,1960-1979,Maison,Électricité,16095.0,1931.4,G,2472.7,2.236977558334022,44.741907566055424,2022-03-18 01:35:39
2249,Occitanie,37,109.2,2011,≥2010,Maison,Fioul,14651.2,1758.14,B,2686.2,5.853095376977773,50.71316976510153,2023-10-17 05:23:50
2250,Normandie,69,67.0,1954,<1960,Maison,Gaz,14508.6,1741.03,B,2134.6,0.32308982845405243,49.66754546428439,2021-01-06 23:45:55
2251,Normandie,37,86.7,1959,<1960,Maison,Électricité,6051.8,726.22,D,3034.4,3.024819743955131,49.30190110004554,2024-04-16 22:50:29
2252,Île-de-France,35,64.8,1955,<1960,Appartement,Autre,11325.2,1359.02,D,1421.4,6.700306769550437,50.02165016562877,2022-01-23 20:59:46
2253,Pays de la Loire,67,106.2,1968,1960-1979,Appartement,Autre,10248.1,1229.77,E,1787.6,5.266028665580841,49.02156947326648,2021-11-03 23:30:44
2254,Hauts-de-France,69,120.7,2021,≥2010,Appartement,Gaz,12462.6,1495.51,C,200.0,-2.479606807893349,43.54910008022864,2024-12-14 22:10:51
2255,Occitanie,14,99.5,1948,<1960,Maison,Gaz,14378.3,1725.4,G,1635.2,4.533991471745075,46.994083540421514,2022-05-03 01:40:27
2256,Grand Est,35,116.8,1957,<1960,Appartement,Gaz,9688.8,1162.66,C,3038.4,1.5246093270819756,46.3649221109802,2023-01-01 10:08:58
2257,Grand Est,37,86.0,2017,≥2010,Appartement,Bois,9858.1,1182.97,D,2241.8,4.6975685025191005,45.207018730952306,2023-10-09 12:37:13
2258,Auvergne-Rhône-Alpes,59,109.2,2001,2000-2009,Appartement,Gaz,15059.7,1807.16,C,1368.5,1.4287021567888365,49.75615156456057,2024-04-17 10:08:19
2259,Normandie,59,87.3,1981,1980-1999,Maison,Autre,6917.3,830.08,D,3486.5,-3.336543866592063,46.53801106065583,2021-05-22 08:22:46
2260,Bretagne,35,54.3,1992,1980-1999,Appartement,Gaz,8640.0,1036.8,B,2324.7,2.408822806960109,43.024589131810686,2023-12-03 20:25:57
2261,Île-de-France,44,92.4,2015,≥2010,Appartement,Fioul,12026.3,1443.16,B,3724.4,1.3977419011654186,44.892200578366335,2022-03-09 11:45:10
2262,Hauts-de-France,37,55.1,1945,<1960,Appartement,Autre,16048.7,1925.84,E,2971.0,1.732982537338743,44.489003204856175,2024-11-12 01:26:45
2263,Grand Est,44,155.2,2004,2000-2009,Maison,Fioul,7640.5,916.86,C,2369.4,6.4257318973963145,50.22106629785817,2021-09-11 08:34:07
2264,Occitanie,44,75.0,1956,<1960,Appartement,Autre,20053.6,2406.43,C,3851.5,6.632881607181268,48.132711475559304,2022-09-11 11:53:15
2265,Auvergne-Rhône-Alpes,67,104.4,1965,1960-1979,Appartement,Électricité,5922.0,710.64,E,1862.8,0.8959823879543389,47.37527351317406,2021-02-15 19:10:57
2266,Occitanie,13,84.6,1955,<1960,Appartement,Autre,18976.3,2277.16,B,1214.6,0.924516536641149,46.907848402604735,2022-07-03 12:57:26
2267,Île-de-France,67,48.0,1988,1980-1999,Appartement,Autre,17398.2,2087.78,D,3639.4,1.6974304653440084,48.15598333961075,2022-08-22 05:15:59
2268,Bretagne,33,28.0,2002,2000-2009,Maison,Fioul,5564.5,667.74,A,2744.1,1.7546606183453406,49.06741725696099,2022-11-04 09:54:31
2269,Auvergne-Rhône-Alpes,75,107.5,1988,1980-1999,Appartement,Fioul,4655.1,558.61,C,3454.4,7.355032874328463,47.32314694073414,2022-10-18 22:01:42
2270,Auvergne-Rhône-Alpes,35,131.5,2022,≥2010,Appartement,Autre,15239.4,1828.73,E,2993.2,3.4422060759074142,50.66308311182772,2024-04-14 16:20:19
2271,Pays de la Loire,31,63.0,1978,1960-1979,Maison,Autre,10301.7,1236.2,B,3679.1,-1.3930590664567286,50.99845728465835,2023-11-14 11:14:59
2272,Hauts-de-France,75,35.3,1969,1960-1979,Maison,Bois,7468.7,896.24,F,1739.6,1.909978360401869,51.15947815449676,2024-12-01 16:31:55
2273,Auvergne-Rhône-Alpes,14,75.2,1948,<1960,Appartement,Électricité,20152.7,2418.32,F,2030.2,3.1539065778037774,48.32370265777121,2022-06-06 01:00:20
2274,Centre-Val de Loire,67,56.9,2008,2000-2009,Appartement,Électricité,6627.4,795.29,B,2020.7,3.3170323731815383,50.61379806077615,2024-09-30 14:24:45
2275,Pays de la Loire,67,65.5,1960,1960-1979,Maison,Gaz,8728.8,1047.46,G,2032.9,2.6083049410963746,46.018973349179205,2022-03-09 07:52:08
2276,Pays de la Loire,69,103.3,1954,<1960,Appartement,Autre,9262.2,1111.46,C,789.7,-2.6894299899200145,49.978453803852254,2022-06-18 17:04:04
2277,Île-de-France,75,83.5,2010,≥2010,Maison,Autre,2000.0,240.0,B,2347.1,-4.563288541966402,50.40981639903523,2022-03-22 22:03:45
2278,Centre-Val de Loire,69,60.1,1979,1960-1979,Maison,Autre,12411.2,1489.34,A,2912.0,-0.6080403192308923,50.366022109290796,2023-08-21 13:47:48
2279,Nouvelle-Aquitaine,31,102.7,1950,<1960,Appartement,Autre,7898.0,947.76,D,1587.5,0.5577880092832963,49.728362661302924,2023-02-04 21:53:02
2280,Occitanie,69,105.0,1963,1960-1979,Maison,Électricité,15647.4,1877.69,E,1377.7,-4.196544885510874,46.03741270627888,2023-11-04 11:35:24
2281,Bretagne,75,74.9,2003,2000-2009,Appartement,Fioul,16235.7,1948.28,C,2077.6,5.594575394257999,43.882495093232386,2024-02-29 21:45:13
2282,Provence-Alpes-Côte d'Azur,35,89.1,1997,1980-1999,Appartement,Bois,13042.7,1565.12,F,2906.1,-0.5269933123664412,45.40542030019668,2021-03-20 03:18:31
2283,Occitanie,37,100.6,1952,<1960,Appartement,Fioul,13093.7,1571.24,E,1231.9,6.87722570032056,49.17541055289341,2022-07-25 21:26:49
2284,Auvergne-Rhône-Alpes,37,97.8,2022,≥2010,Maison,Fioul,12736.2,1528.34,D,4301.8,-2.9926685980505527,44.526103948570785,2024-12-07 08:28:57
2285,Bretagne,14,86.2,1954,<1960,Appartement,Électricité,8848.2,1061.78,E,1030.8,-4.259845559814925,46.66096696398596,2024-02-06 14:55:56
2286,Grand Est,67,128.0,2011,≥2010,Appartement,Bois,9233.3,1108.0,F,1686.4,1.270109357022183,47.41897580646665,2023-07-13 14:42:41
2287,Nouvelle-Aquitaine,31,102.5,1982,1980-1999,Maison,Autre,17954.5,2154.54,B,3220.7,-2.5413186212658134,47.75356949320952,2024-08-25 03:33:01
2288,Grand Est,67,71.5,1973,1960-1979,Appartement,Électricité,15308.6,1837.03,C,3070.8,7.186190582512195,50.64081227089555,2024-02-25 22:21:46
2289,Centre-Val de Loire,33,71.7,1959,<1960,Appartement,Électricité,12927.4,1551.29,D,2992.0,-4.866055820101393,48.254989277604565,2024-04-30 02:57:56
2290,Grand Est,14,68.3,1967,1960-1979,Maison,Bois,14700.3,1764.04,D,1583.1,0.3640557757674543,49.340799699872534,2022-02-24 22:57:15
2291,Hauts-de-France,13,104.0,1990,1980-1999,Maison,Gaz,11725.1,1407.01,D,1753.9,7.047721027487187,47.562341626657215,2021-01-24 06:12:35
2292,Occitanie,69,66.3,1972,1960-1979,Maison,Électricité,12832.3,1539.88,C,1429.2,-0.00256331251301134,49.75214877409908,2021-02-12 20:09:35
2293,Provence-Alpes-Côte d'Azur,59,72.3,1970,1960-1979,Maison,Fioul,14675.3,1761.04,E,1911.8,-3.78957935219401,44.793873433706935,2021-02-15 21:29:00
2294,Île-de-France,75,116.7,1954,<1960,Appartement,Fioul,2665.7,319.88,E,2544.5,-1.0623657427967679,44.325935743518464,2021-03-20 20:58:53
2295,Provence-Alpes-Côte d'Azur,67,90.7,1991,1980-1999,Appartement,Autre,16077.6,1929.31,D,1424.9,1.4741351198476353,50.558984424194335,2022-10-08 13:49:35
2296,Grand Est,69,121.0,1948,<1960,Appartement,Électricité,15754.5,1890.54,B,626.6,-2.5930280645366697,48.53328362430919,2021-05-22 10:25:08
2297,Auvergne-Rhône-Alpes,31,108.9,1999,1980-1999,Maison,Autre,8486.9,1018.43,D,3252.3,1.0653021668624048,48.342272520406524,2024-03-04 16:21:13
2298,Nouvelle-Aquitaine,67,49.7,2010,≥2010,Appartement,Électricité,17598.5,2111.82,D,2037.9,5.872461545215888,46.565468576067516,2021-10-07 17:33:35
2299,Normandie,13,81.9,2011,≥2010,Maison,Bois,2022.1,242.65,D,2873.3,6.34403361255597,45.77726615585354,2021-10-15 16:45:14
2300,Provence-Alpes-Côte d'Azur,37,114.7,1951,<1960,Appartement,Électricité,13588.3,1630.6,F,1921.8,-4.359610448760483,47.33451339196416,2024-09-14 01:01:48
2301,Grand Est,14,48.3,1999,1980-1999,Appartement,Gaz,12179.7,1461.56,D,2688.5,-2.9082563453165444,43.548927239968506,2023-08-16 12:06:27
2302,Nouvelle-Aquitaine,14,97.6,1975,1960-1979,Appartement,Fioul,10607.4,1272.89,A,4293.6,-1.421228235031546,46.45599928142304,2023-02-01 20:31:24
2303,Bretagne,37,83.8,2018,≥2010,Appartement,Bois,12087.2,1450.46,D,1171.0,2.7332560615388237,46.46169902884969,2023-09-07 18:35:46
2304,Occitanie,67,32.4,1963,1960-1979,Appartement,Fioul,14622.3,1754.68,F,1499.9,-0.3070681356979277,47.183527662615106,2022-10-11 10:39:28
2305,Pays de la Loire,31,88.6,1972,1960-1979,Appartement,Autre,3874.9,464.99,E,1389.3,5.972531874798982,48.021764844994664,2021-04-29 18:49:01
2306,Hauts-de-France,14,59.9,1972,1960-1979,Appartement,Bois,16504.3,1980.52,D,4093.8,4.316734287678189,50.82866978407265,2024-02-13 15:46:43
2307,Nouvelle-Aquitaine,14,50.0,1963,1960-1979,Appartement,Gaz,10153.8,1218.46,C,2183.7,-3.694071699524393,48.173871405698286,2023-12-07 03:39:52
2308,Auvergne-Rhône-Alpes,13,85.3,1964,1960-1979,Maison,Fioul,16569.5,1988.34,D,2998.7,3.1192475326571856,50.188408821994685,2021-12-09 05:32:48
2309,Centre-Val de Loire,75,27.1,1957,<1960,Maison,Électricité,14895.8,1787.5,D,200.0,-3.5308358704892804,47.339843594781726,2024-02-01 13:48:06
2310,Auvergne-Rhône-Alpes,31,64.8,2021,≥2010,Appartement,Électricité,10060.2,1207.22,G,2537.0,-1.6845362947260192,47.95427257885916,2021-07-30 03:25:54
2311,Nouvelle-Aquitaine,31,161.5,1987,1980-1999,Maison,Électricité,11643.0,1397.16,E,1875.3,-2.6876817640550352,43.10758149205326,2024-03-16 03:40:15
2312,Auvergne-Rhône-Alpes,35,104.5,1955,<1960,Appartement,Bois,11907.4,1428.89,E,3449.7,-2.750194660390836,43.659394389094416,2022-07-21 00:04:21
2313,Occitanie,37,58.6,1992,1980-1999,Appartement,Gaz,19228.2,2307.38,D,2792.9,3.01314182209917,47.54313278621859,2021-08-28 15:52:44
2314,Auvergne-Rhône-Alpes,35,127.1,1959,<1960,Appartement,Gaz,6868.0,824.16,D,1822.3,2.3268639932040998,45.94270196863486,2023-01-23 12:01:52
2315,Provence-Alpes-Côte d'Azur,37,55.2,1961,1960-1979,Appartement,Gaz,10028.7,1203.44,F,3621.8,-2.7116340137595505,49.44965152282987,2024-11-24 11:05:50
2316,Pays de la Loire,14,68.4,1998,1980-1999,Maison,Fioul,4880.2,585.62,D,3704.5,7.872246470439613,47.225647511405334,2024-12-08 16:47:53
2317,Auvergne-Rhône-Alpes,37,50.5,1994,1980-1999,Appartement,Bois,12557.6,1506.91,G,3555.1,0.48387752078781876,50.17593203887664,2023-02-21 12:16:29
2318,Pays de la Loire,59,92.7,1972,1960-1979,Maison,Électricité,9194.2,1103.3,D,2886.2,-3.738098733985824,50.95928560262194,2021-03-20 12:59:55
2319,Grand Est,35,126.1,1948,<1960,Appartement,Fioul,9740.2,1168.82,B,1950.4,-3.4326027795835032,43.78442611055692,2023-10-06 01:55:08
2320,Île-de-France,14,55.0,1966,1960-1979,Appartement,Gaz,18681.1,2241.73,E,2408.9,2.5906182784457314,45.935001439403955,2023-12-21 22:03:19
2321,Occitanie,44,23.2,1983,1980-1999,Maison,Électricité,8294.8,995.38,A,1825.0,7.727902243985147,48.28533491957087,2023-12-25 10:51:38
2322,Île-de-France,33,117.7,1978,1960-1979,Appartement,Bois,11282.2,1353.86,C,2399.2,2.4353643210495717,45.15775217198304,2024-03-30 04:04:14
2323,Grand Est,33,131.6,1988,1980-1999,Appartement,Autre,9936.3,1192.36,D,1664.8,7.337539196016284,44.82318133817701,2024-02-26 14:50:23
2324,Occitanie,31,25.1,1986,1980-1999,Appartement,Gaz,10218.8,1226.26,E,2047.3,0.7737270598543482,49.57952547747088,2022-04-23 01:14:10
2325,Nouvelle-Aquitaine,59,98.8,1984,1980-1999,Appartement,Gaz,24473.1,2936.77,D,4129.2,0.6659343474761563,51.02929268081107,2022-02-01 15:25:15
2326,Nouvelle-Aquitaine,13,91.8,1956,<1960,Appartement,Gaz,4192.6,503.11,A,2479.8,1.500095671106469,49.23208898185309,2024-05-12 05:54:03
2327,Pays de la Loire,75,61.4,1946,<1960,Appartement,Gaz,14898.3,1787.8,E,1813.1,4.066530956022218,47.05598661839579,2023-06-07 18:41:07
2328,Grand Est,35,43.2,1972,1960-1979,Appartement,Électricité,22923.2,2750.78,D,1209.8,-0.2209924361326756,46.34984771792424,2023-09-24 20:35:18
2329,Pays de la Loire,44,114.8,2018,≥2010,Appartement,Bois,16855.9,2022.71,F,2110.2,6.230518424826441,47.19493516861418,2024-12-11 16:11:26
2330,Hauts-de-France,14,90.4,2011,≥2010,Appartement,Fioul,12211.2,1465.34,D,2870.8,-4.619341998014099,46.526705409033305,2021-12-26 12:03:54
2331,Auvergne-Rhône-Alpes,59,92.6,2015,≥2010,Appartement,Électricité,6722.5,806.7,E,2323.0,0.7169345353697505,46.875126094035316,2022-04-11 01:12:47
2332,Normandie,31,66.3,2016,≥2010,Appartement,Bois,17871.5,2144.58,C,2151.4,1.6428940497389322,44.27004153960428,2022-07-21 23:36:53
2333,Hauts-de-France,35,60.9,2020,≥2010,Appartement,Fioul,16218.1,1946.17,E,2583.0,2.8914190974202505,50.362554958991154,2022-11-11 11:34:22
2334,Auvergne-Rhône-Alpes,59,20.0,1954,<1960,Appartement,Gaz,5116.4,613.97,E,2554.9,-1.4110651392437776,49.064454513252436,2022-11-04 23:22:21
2335,Occitanie,35,78.2,2001,2000-2009,Appartement,Bois,10558.7,1267.04,F,2834.8,0.5572396228158594,48.42450357743102,2022-12-01 11:16:06
2336,Pays de la Loire,75,128.2,1981,1980-1999,Appartement,Gaz,6572.6,788.71,A,2858.7,1.2989907527827365,50.76434724747792,2024-05-21 17:23:56
2337,Occitanie,75,58.3,2021,≥2010,Appartement,Bois,2000.0,240.0,D,2120.3,3.929829722881772,44.97423068764169,2021-09-30 03:08:24
2338,Occitanie,13,39.3,2008,2000-2009,Appartement,Autre,6467.9,776.15,E,2075.3,5.056074401565581,43.20608687477444,2022-09-07 02:04:33
2339,Auvergne-Rhône-Alpes,33,98.1,1984,1980-1999,Appartement,Gaz,12474.5,1496.94,B,2200.7,4.591755255469234,49.68740634509139,2021-03-18 10:28:18
2340,Grand Est,37,103.6,2004,2000-2009,Appartement,Gaz,14611.4,1753.37,D,2704.2,-0.5594203202353913,51.18622758374852,2024-12-03 18:32:19
2341,Centre-Val de Loire,69,67.4,1992,1980-1999,Appartement,Gaz,10544.5,1265.34,F,3209.0,7.992856798895527,47.53236221077574,2021-06-16 22:55:17
2342,Auvergne-Rhône-Alpes,69,74.5,1963,1960-1979,Appartement,Électricité,18183.6,2182.03,D,1896.8,6.032649053233332,43.011641674840334,2024-01-06 17:15:10
2343,Bretagne,35,92.9,2016,≥2010,Appartement,Fioul,16632.5,1995.9,G,2052.6,-1.6196961491154038,49.29007194934799,2023-06-03 08:13:24
2344,Nouvelle-Aquitaine,13,80.3,1977,1960-1979,Appartement,Gaz,11436.3,1372.36,B,1467.9,-2.463624526253242,43.14161672495882,2024-11-30 01:51:17
